rank,title,artist,genre,weeks_on_chart,date,week_number,year
58,Dynamite,The Weeknd,R&B/Soul,9,2025-03-05,10,2025
59,Hold Me Closer,Doja Cat,Country,15,2025-03-05,10,2025
60,Last Night,Morgan Wallen,Hip-Hop/Rap,8,2025-03-05,10,2025
61,About Damn Time,Post Malone,Hip-Hop/Rap,5,2025-03-05,10,2025
62,Dynamite,Dua Lipa,Country,19,2025-03-05,10,2025
63,Vampire,Ariana Grande,Country,8,2025-03-05,10,2025
64,As It Was,Harry Styles,Hip-Hop/Rap,11,2025-03-05,10,2025
65,Hold Me Closer,Billie Eilish,Hip-Hop/Rap,2,2025-03-05,10,2025
66,Hold Me Closer,Justin Bieber,Country,14,2025-03-05,10,2025
67,Unholy,Bad Bunny,Country,19,2025-03-05,10,2025
68,As It Was,Justin Bieber,Alternative,17,2025-03-05,10,2025
69,HUMBLE.,Ariana Grande,Hip-Hop/Rap,15,2025-03-05,10,2025
70,Last Night,Doja Cat,Pop,12,2025-03-05,10,2025
71,Vampire,Ed Sheeran,Hip-Hop/Rap,20,2025-03-05,10,2025
72,Unholy,Miley Cyrus,Hip-Hop/Rap,8,2025-03-05,10,2025
73,Flowers,Harry Styles,Alternative,11,2025-03-05,10,2025
74,As It Was,Post Malone,Rock,8,2025-03-05,10,2025
75,Late Night Talking,Kendrick Lamar,Rock,9,2025-03-05,10,2025
76,HUMBLE.,BTS,Country,13,2025-03-05,10,2025
77,Vampire,Ariana Grande,Country,17,2025-03-05,10,2025
78,Flowers,Lil Baby,R&B/Soul,20,2025-03-05,10,2025
79,About Damn Time,Miley Cyrus,R&B/Soul,18,2025-03-05,10,2025
80,Break My Soul,Ed Sheeran,R&B/Soul,11,2025-03-05,10,2025
81,Kill Bill,Lil Baby,Country,9,2025-03-05,10,2025
82,Break My Soul,Morgan Wallen,Country,16,2025-03-05,10,2025
83,Hold Me Closer,Doja Cat,Pop,12,2025-03-05,10,2025
84,Flowers,Dua Lipa,R&B/Soul,4,2025-03-05,10,2025
85,Hold Me Closer,Post Malone,Hip-Hop/Rap,2,2025-03-05,10,2025
86,HUMBLE.,Miley Cyrus,Country,20,2025-03-05,10,2025
87,Last Night,Justin Bieber,Hip-Hop/Rap,3,2025-03-05,10,2025
88,Vampire,Ariana Grande,Country,16,2025-03-05,10,2025
89,Pink Venom,Morgan Wallen,Country,1,2025-03-05,10,2025
90,Vampire,Ed Sheeran,Country,15,2025-03-05,10,2025
91,Late Night Talking,Ariana Grande,Pop,2,2025-03-05,10,2025
92,Late Night Talking,Morgan Wallen,Hip-Hop/Rap,17,2025-03-05,10,2025
93,As It Was,Blackpink,Alternative,6,2025-03-05,10,2025
94,Kill Bill,Miley Cyrus,Hip-Hop/Rap,7,2025-03-05,10,2025
95,Unholy,Post Malone,Rock,16,2025-03-05,10,2025
96,Hold Me Closer,The Weeknd,R&B/Soul,16,2025-03-05,10,2025
97,Flowers,Justin Bieber,Rock,16,2025-03-05,10,2025
98,As It Was,Billie Eilish,R&B/Soul,8,2025-03-05,10,2025
99,Late Night Talking,Lil Baby,Rock,13,2025-03-05,10,2025
100,Unholy,Dua Lipa,Pop,2,2025-03-05,10,2025
1,Break My Soul,Lizzo,Rock,16,2025-03-12,11,2025
2,Unholy,Lil Baby,Pop,13,2025-03-12,11,2025
3,Flowers,Olivia Rodrigo,Pop,17,2025-03-12,11,2025
4,Hold Me Closer,Morgan Wallen,Pop,20,2025-03-12,11,2025
5,Vampire,Morgan Wallen,Pop,9,2025-03-12,11,2025
6,As It Was,Post Malone,Hip-Hop/Rap,18,2025-03-12,11,2025
7,Late Night Talking,Bad Bunny,Pop,8,2025-03-12,11,2025
8,Kill Bill,Kendrick Lamar,Pop,19,2025-03-12,11,2025
9,Vampire,Billie Eilish,Pop,4,2025-03-12,11,2025
10,Dynamite,Kendrick Lamar,Pop,13,2025-03-12,11,2025
11,Hold Me Closer,Justin Bieber,Pop,3,2025-03-12,11,2025
12,Hold Me Closer,Ed Sheeran,Pop,5,2025-03-12,11,2025
13,Vampire,Justin Bieber,Rock,11,2025-03-12,11,2025
14,Last Night,Doja Cat,R&B/Soul,8,2025-03-12,11,2025
15,Hold Me Closer,Blackpink,Hip-Hop/Rap,4,2025-03-12,11,2025
16,Anti-Hero,Ed Sheeran,Hip-Hop/Rap,2,2025-03-12,11,2025
17,Anti-Hero,Taylor Swift,Hip-Hop/Rap,9,2025-03-12,11,2025
18,Unholy,Ariana Grande,R&B/Soul,12,2025-03-12,11,2025
19,Hold Me Closer,Blackpink,R&B/Soul,12,2025-03-12,11,2025
20,As It Was,Drake,Hip-Hop/Rap,1,2025-03-12,11,2025
21,Unholy,Dua Lipa,Pop,9,2025-03-12,11,2025
22,As It Was,Morgan Wallen,Pop,8,2025-03-12,11,2025
23,Late Night Talking,Justin Bieber,Hip-Hop/Rap,3,2025-03-12,11,2025
24,Break My Soul,Lizzo,Hip-Hop/Rap,9,2025-03-12,11,2025
25,About Damn Time,Post Malone,Country,17,2025-03-12,11,2025
26,As It Was,Blackpink,R&B/Soul,16,2025-03-12,11,2025
27,Flowers,Kendrick Lamar,R&B/Soul,1,2025-03-12,11,2025
28,Dynamite,Harry Styles,Pop,8,2025-03-12,11,2025
29,Last Night,Justin Bieber,Pop,16,2025-03-12,11,2025
30,Unholy,Post Malone,Hip-Hop/Rap,4,2025-03-12,11,2025
31,Anti-Hero,Kendrick Lamar,Country,9,2025-03-12,11,2025
32,Vampire,Dua Lipa,Hip-Hop/Rap,5,2025-03-12,11,2025
33,HUMBLE.,The Weeknd,Pop,18,2025-03-12,11,2025
34,Pink Venom,Harry Styles,Hip-Hop/Rap,14,2025-03-12,11,2025
35,As It Was,Lil Baby,Pop,16,2025-03-12,11,2025
36,Anti-Hero,Lizzo,R&B/Soul,13,2025-03-12,11,2025
37,Hold Me Closer,Taylor Swift,Country,20,2025-03-12,11,2025
38,Hold Me Closer,Drake,Rock,2,2025-03-12,11,2025
39,About Damn Time,Ed Sheeran,Pop,16,2025-03-12,11,2025
40,About Damn Time,Miley Cyrus,Country,7,2025-03-12,11,2025
41,Hold Me Closer,Dua Lipa,R&B/Soul,8,2025-03-12,11,2025
42,Vampire,Ed Sheeran,Pop,7,2025-03-12,11,2025
43,Pink Venom,Olivia Rodrigo,Country,13,2025-03-12,11,2025
44,As It Was,Ed Sheeran,R&B/Soul,12,2025-03-12,11,2025
45,Hold Me Closer,Ariana Grande,R&B/Soul,9,2025-03-12,11,2025
46,Dynamite,Blackpink,Pop,8,2025-03-12,11,2025
47,Late Night Talking,Lil Baby,Hip-Hop/Rap,5,2025-03-12,11,2025
48,Unholy,Ed Sheeran,R&B/Soul,16,2025-03-12,11,2025
49,About Damn Time,Taylor Swift,Hip-Hop/Rap,8,2025-03-12,11,2025
50,Pink Venom,Kendrick Lamar,Rock,1,2025-03-12,11,2025
51,Hold Me Closer,Billie Eilish,Alternative,8,2025-03-12,11,2025
52,Flowers,Drake,R&B/Soul,9,2025-03-12,11,2025
53,Late Night Talking,Doja Cat,R&B/Soul,2,2025-03-12,11,2025
54,Flowers,Drake,Country,15,2025-03-12,11,2025
55,Unholy,Taylor Swift,Hip-Hop/Rap,16,2025-03-12,11,2025
56,Unholy,Drake,R&B/Soul,13,2025-03-12,11,2025
57,Flowers,Doja Cat,R&B/Soul,16,2025-03-12,11,2025
58,Vampire,BTS,Hip-Hop/Rap,19,2025-03-12,11,2025
59,Hold Me Closer,Kendrick Lamar,Pop,16,2025-03-12,11,2025
60,Unholy,Harry Styles,Hip-Hop/Rap,4,2025-03-12,11,2025
61,As It Was,Morgan Wallen,Pop,13,2025-03-12,11,2025
62,Late Night Talking,The Weeknd,Alternative,6,2025-03-12,11,2025
63,Hold Me Closer,Doja Cat,Rock,2,2025-03-12,11,2025
64,Kill Bill,Doja Cat,Country,13,2025-03-12,11,2025
65,Late Night Talking,Harry Styles,Country,19,2025-03-12,11,2025
66,Unholy,Post Malone,R&B/Soul,18,2025-03-12,11,2025
67,As It Was,Blackpink,Pop,1,2025-03-12,11,2025
68,Late Night Talking,Lil Baby,R&B/Soul,9,2025-03-12,11,2025
69,Anti-Hero,Miley Cyrus,Hip-Hop/Rap,12,2025-03-12,11,2025
70,Unholy,Kendrick Lamar,Country,8,2025-03-12,11,2025
71,Last Night,Post Malone,Pop,20,2025-03-12,11,2025
72,Flowers,Olivia Rodrigo,Hip-Hop/Rap,14,2025-03-12,11,2025
73,Vampire,Justin Bieber,Country,15,2025-03-12,11,2025
74,Pink Venom,Kendrick Lamar,Rock,12,2025-03-12,11,2025
75,Hold Me Closer,Taylor Swift,Hip-Hop/Rap,11,2025-03-12,11,2025
76,Dynamite,Dua Lipa,Alternative,14,2025-03-12,11,2025
77,Hold Me Closer,Dua Lipa,Hip-Hop/Rap,3,2025-03-12,11,2025
78,Dynamite,Drake,Hip-Hop/Rap,1,2025-03-12,11,2025
79,Flowers,Morgan Wallen,Pop,16,2025-03-12,11,2025
80,Late Night Talking,Drake,Pop,8,2025-03-12,11,2025
81,Anti-Hero,Billie Eilish,R&B/Soul,11,2025-03-12,11,2025
82,Anti-Hero,Taylor Swift,Pop,3,2025-03-12,11,2025
83,Dynamite,Taylor Swift,Country,1,2025-03-12,11,2025
84,Pink Venom,Taylor Swift,R&B/Soul,6,2025-03-12,11,2025
85,About Damn Time,Harry Styles,R&B/Soul,4,2025-03-12,11,2025
86,Last Night,Doja Cat,Hip-Hop/Rap,18,2025-03-12,11,2025
87,Dynamite,Doja Cat,Alternative,10,2025-03-12,11,2025
88,Last Night,Drake,Country,16,2025-03-12,11,2025
89,Anti-Hero,Blackpink,Country,2,2025-03-12,11,2025
90,Hold Me Closer,Ariana Grande,Country,18,2025-03-12,11,2025
91,Flowers,Kendrick Lamar,Pop,11,2025-03-12,11,2025
92,Kill Bill,Dua Lipa,R&B/Soul,12,2025-03-12,11,2025
93,Pink Venom,Miley Cyrus,Hip-Hop/Rap,12,2025-03-12,11,2025
94,Vampire,Ed Sheeran,Pop,11,2025-03-12,11,2025
95,Hold Me Closer,Blackpink,Country,18,2025-03-12,11,2025
96,Flowers,Olivia Rodrigo,Alternative,6,2025-03-12,11,2025
97,Hold Me Closer,Blackpink,Hip-Hop/Rap,12,2025-03-12,11,2025
98,HUMBLE.,Ed Sheeran,Country,20,2025-03-12,11,2025
99,Dynamite,Doja Cat,Hip-Hop/Rap,17,2025-03-12,11,2025
100,HUMBLE.,Ariana Grande,R&B/Soul,9,2025-03-12,11,2025
1,Anti-Hero,Harry Styles,Hip-Hop/Rap,10,2025-03-19,12,2025
2,Anti-Hero,Miley Cyrus,R&B/Soul,18,2025-03-19,12,2025
3,Flowers,BTS,Hip-Hop/Rap,13,2025-03-19,12,2025
4,Last Night,Dua Lipa,Pop,1,2025-03-19,12,2025
5,Kill Bill,Lizzo,Hip-Hop/Rap,14,2025-03-19,12,2025
6,Vampire,Post Malone,Pop,3,2025-03-19,12,2025
7,As It Was,Lil Baby,Rock,10,2025-03-19,12,2025
8,Anti-Hero,Bad Bunny,R&B/Soul,4,2025-03-19,12,2025
9,As It Was,Drake,R&B/Soul,14,2025-03-19,12,2025
10,Flowers,Olivia Rodrigo,Pop,9,2025-03-19,12,2025
11,HUMBLE.,Morgan Wallen,Pop,13,2025-03-19,12,2025
12,As It Was,The Weeknd,Hip-Hop/Rap,6,2025-03-19,12,2025
13,Anti-Hero,Ed Sheeran,Rock,18,2025-03-19,12,2025
14,Flowers,Lil Baby,Pop,16,2025-03-19,12,2025
15,HUMBLE.,Harry Styles,Hip-Hop/Rap,9,2025-03-19,12,2025
16,Unholy,Justin Bieber,Hip-Hop/Rap,4,2025-03-19,12,2025
17,About Damn Time,Billie Eilish,Pop,3,2025-03-19,12,2025
18,Hold Me Closer,Lil Baby,Country,6,2025-03-19,12,2025
19,Unholy,Lizzo,R&B/Soul,19,2025-03-19,12,2025
20,Anti-Hero,Blackpink,Hip-Hop/Rap,1,2025-03-19,12,2025
21,Pink Venom,Blackpink,Pop,19,2025-03-19,12,2025
22,Hold Me Closer,Ed Sheeran,Hip-Hop/Rap,5,2025-03-19,12,2025
23,Unholy,Morgan Wallen,Hip-Hop/Rap,2,2025-03-19,12,2025
24,Dynamite,Lizzo,R&B/Soul,12,2025-03-19,12,2025
25,Late Night Talking,Taylor Swift,R&B/Soul,14,2025-03-19,12,2025
26,Vampire,Olivia Rodrigo,Rock,20,2025-03-19,12,2025
27,As It Was,Blackpink,Pop,15,2025-03-19,12,2025
28,Last Night,The Weeknd,R&B/Soul,15,2025-03-19,12,2025
29,About Damn Time,Justin Bieber,Pop,3,2025-03-19,12,2025
30,About Damn Time,Kendrick Lamar,Hip-Hop/Rap,18,2025-03-19,12,2025
31,Dynamite,Taylor Swift,Pop,5,2025-03-19,12,2025
32,Flowers,Ed Sheeran,Hip-Hop/Rap,20,2025-03-19,12,2025
33,Flowers,The Weeknd,Pop,19,2025-03-19,12,2025
34,Anti-Hero,Lizzo,Rock,18,2025-03-19,12,2025
35,About Damn Time,Lizzo,Pop,9,2025-03-19,12,2025
36,Unholy,Doja Cat,Hip-Hop/Rap,20,2025-03-19,12,2025
37,Flowers,The Weeknd,Pop,18,2025-03-19,12,2025
38,Hold Me Closer,Bad Bunny,Country,7,2025-03-19,12,2025
39,Anti-Hero,Justin Bieber,Hip-Hop/Rap,10,2025-03-19,12,2025
40,HUMBLE.,BTS,Hip-Hop/Rap,2,2025-03-19,12,2025
41,As It Was,Harry Styles,Hip-Hop/Rap,2,2025-03-19,12,2025
42,Late Night Talking,Taylor Swift,Pop,14,2025-03-19,12,2025
43,Hold Me Closer,Morgan Wallen,R&B/Soul,14,2025-03-19,12,2025
44,As It Was,Billie Eilish,Pop,10,2025-03-19,12,2025
45,Hold Me Closer,Doja Cat,Hip-Hop/Rap,6,2025-03-19,12,2025
46,Dynamite,Lizzo,Country,18,2025-03-19,12,2025
47,Unholy,Ed Sheeran,Hip-Hop/Rap,9,2025-03-19,12,2025
48,As It Was,Billie Eilish,Hip-Hop/Rap,3,2025-03-19,12,2025
49,Dynamite,Lizzo,Hip-Hop/Rap,12,2025-03-19,12,2025
50,Pink Venom,Post Malone,R&B/Soul,18,2025-03-19,12,2025
51,Unholy,Drake,Country,9,2025-03-19,12,2025
52,Flowers,The Weeknd,Country,5,2025-03-19,12,2025
53,Late Night Talking,Billie Eilish,R&B/Soul,20,2025-03-19,12,2025
54,Hold Me Closer,Justin Bieber,Country,13,2025-03-19,12,2025
55,Flowers,Justin Bieber,Hip-Hop/Rap,2,2025-03-19,12,2025
56,As It Was,Lizzo,Hip-Hop/Rap,7,2025-03-19,12,2025
57,Flowers,Drake,Hip-Hop/Rap,20,2025-03-19,12,2025
58,About Damn Time,Taylor Swift,Rock,18,2025-03-19,12,2025
59,Last Night,Lil Baby,Country,20,2025-03-19,12,2025
60,Break My Soul,Blackpink,Country,10,2025-03-19,12,2025
61,Last Night,Morgan Wallen,Hip-Hop/Rap,4,2025-03-19,12,2025
62,Pink Venom,BTS,Country,13,2025-03-19,12,2025
63,About Damn Time,Miley Cyrus,Alternative,9,2025-03-19,12,2025
64,HUMBLE.,Drake,Hip-Hop/Rap,13,2025-03-19,12,2025
65,About Damn Time,Dua Lipa,Hip-Hop/Rap,10,2025-03-19,12,2025
66,Hold Me Closer,Justin Bieber,Rock,14,2025-03-19,12,2025
67,Kill Bill,Billie Eilish,Pop,8,2025-03-19,12,2025
68,Last Night,Justin Bieber,Pop,19,2025-03-19,12,2025
69,About Damn Time,Billie Eilish,R&B/Soul,18,2025-03-19,12,2025
70,Hold Me Closer,Bad Bunny,Hip-Hop/Rap,4,2025-03-19,12,2025
71,Unholy,BTS,Rock,3,2025-03-19,12,2025
72,Last Night,Ariana Grande,R&B/Soul,17,2025-03-19,12,2025
73,Last Night,Bad Bunny,Alternative,14,2025-03-19,12,2025
74,Break My Soul,Harry Styles,Hip-Hop/Rap,13,2025-03-19,12,2025
75,As It Was,Miley Cyrus,Pop,5,2025-03-19,12,2025
76,Hold Me Closer,Doja Cat,R&B/Soul,14,2025-03-19,12,2025
77,About Damn Time,The Weeknd,Pop,12,2025-03-19,12,2025
78,Hold Me Closer,Ariana Grande,Country,15,2025-03-19,12,2025
79,As It Was,Miley Cyrus,Hip-Hop/Rap,9,2025-03-19,12,2025
80,As It Was,Billie Eilish,Rock,8,2025-03-19,12,2025
81,Anti-Hero,Drake,Country,16,2025-03-19,12,2025
82,Flowers,Billie Eilish,Hip-Hop/Rap,12,2025-03-19,12,2025
83,Last Night,Ed Sheeran,R&B/Soul,19,2025-03-19,12,2025
84,Vampire,Doja Cat,Hip-Hop/Rap,8,2025-03-19,12,2025
85,Anti-Hero,Ed Sheeran,Rock,13,2025-03-19,12,2025
86,As It Was,Blackpink,Country,8,2025-03-19,12,2025
87,Flowers,Billie Eilish,R&B/Soul,11,2025-03-19,12,2025
88,Unholy,Miley Cyrus,Hip-Hop/Rap,19,2025-03-19,12,2025
89,As It Was,Miley Cyrus,Hip-Hop/Rap,2,2025-03-19,12,2025
90,Unholy,Billie Eilish,R&B/Soul,10,2025-03-19,12,2025
91,Hold Me Closer,Bad Bunny,Pop,8,2025-03-19,12,2025
92,Flowers,Lizzo,Alternative,5,2025-03-19,12,2025
93,Break My Soul,Lil Baby,Country,19,2025-03-19,12,2025
94,About Damn Time,Lil Baby,Rock,7,2025-03-19,12,2025
95,As It Was,Lil Baby,Country,3,2025-03-19,12,2025
96,About Damn Time,Olivia Rodrigo,Pop,5,2025-03-19,12,2025
97,Vampire,Dua Lipa,Country,19,2025-03-19,12,2025
98,Unholy,Lizzo,Pop,5,2025-03-19,12,2025
99,About Damn Time,Post Malone,R&B/Soul,17,2025-03-19,12,2025
100,As It Was,Lil Baby,Pop,14,2025-03-19,12,2025
1,Pink Venom,Taylor Swift,Pop,4,2025-03-26,13,2025
2,Flowers,Morgan Wallen,Hip-Hop/Rap,5,2025-03-26,13,2025
3,Flowers,Drake,Pop,5,2025-03-26,13,2025
4,Pink Venom,Morgan Wallen,Pop,3,2025-03-26,13,2025
5,Late Night Talking,Taylor Swift,Hip-Hop/Rap,3,2025-03-26,13,2025
6,Vampire,Drake,Hip-Hop/Rap,14,2025-03-26,13,2025
7,Kill Bill,Olivia Rodrigo,Rock,12,2025-03-26,13,2025
8,As It Was,BTS,Pop,15,2025-03-26,13,2025
9,HUMBLE.,Ariana Grande,Pop,16,2025-03-26,13,2025
10,Hold Me Closer,Dua Lipa,Pop,8,2025-03-26,13,2025
11,Dynamite,Lizzo,Rock,14,2025-03-26,13,2025
12,Break My Soul,Harry Styles,Rock,1,2025-03-26,13,2025
13,Late Night Talking,BTS,Pop,4,2025-03-26,13,2025
14,Unholy,Justin Bieber,Hip-Hop/Rap,19,2025-03-26,13,2025
15,HUMBLE.,Post Malone,Hip-Hop/Rap,2,2025-03-26,13,2025
16,Hold Me Closer,Doja Cat,Hip-Hop/Rap,18,2025-03-26,13,2025
17,About Damn Time,Billie Eilish,Hip-Hop/Rap,11,2025-03-26,13,2025
18,Kill Bill,Drake,Hip-Hop/Rap,6,2025-03-26,13,2025
19,Unholy,BTS,Hip-Hop/Rap,7,2025-03-26,13,2025
20,Flowers,Morgan Wallen,R&B/Soul,16,2025-03-26,13,2025
21,Hold Me Closer,Billie Eilish,Hip-Hop/Rap,10,2025-03-26,13,2025
22,Dynamite,Lizzo,Country,4,2025-03-26,13,2025
23,Late Night Talking,Ed Sheeran,Pop,7,2025-03-26,13,2025
24,About Damn Time,Justin Bieber,Country,11,2025-03-26,13,2025
25,HUMBLE.,Blackpink,Hip-Hop/Rap,15,2025-03-26,13,2025
26,Anti-Hero,Post Malone,Hip-Hop/Rap,1,2025-03-26,13,2025
27,Anti-Hero,The Weeknd,Hip-Hop/Rap,6,2025-03-26,13,2025
28,HUMBLE.,Justin Bieber,R&B/Soul,13,2025-03-26,13,2025
29,Dynamite,Kendrick Lamar,Country,20,2025-03-26,13,2025
30,Pink Venom,Olivia Rodrigo,Hip-Hop/Rap,14,2025-03-26,13,2025
31,Last Night,Olivia Rodrigo,Hip-Hop/Rap,4,2025-03-26,13,2025
32,Break My Soul,BTS,Hip-Hop/Rap,10,2025-03-26,13,2025
33,About Damn Time,Lizzo,Rock,20,2025-03-26,13,2025
34,Unholy,Bad Bunny,Pop,20,2025-03-26,13,2025
35,About Damn Time,Morgan Wallen,Pop,14,2025-03-26,13,2025
36,Unholy,BTS,Pop,5,2025-03-26,13,2025
37,Hold Me Closer,Morgan Wallen,Pop,9,2025-03-26,13,2025
38,About Damn Time,Billie Eilish,Rock,9,2025-03-26,13,2025
39,Hold Me Closer,Lizzo,Hip-Hop/Rap,2,2025-03-26,13,2025
40,Break My Soul,Ariana Grande,Hip-Hop/Rap,6,2025-03-26,13,2025
41,Hold Me Closer,Lil Baby,Hip-Hop/Rap,15,2025-03-26,13,2025
42,Late Night Talking,Post Malone,Pop,5,2025-03-26,13,2025
43,Anti-Hero,BTS,Country,12,2025-03-26,13,2025
44,Unholy,The Weeknd,Country,15,2025-03-26,13,2025
45,Flowers,Doja Cat,Rock,7,2025-03-26,13,2025
46,Unholy,Harry Styles,Country,17,2025-03-26,13,2025
47,Kill Bill,Bad Bunny,R&B/Soul,19,2025-03-26,13,2025
48,Vampire,Bad Bunny,Country,6,2025-03-26,13,2025
49,Hold Me Closer,Bad Bunny,R&B/Soul,14,2025-03-26,13,2025
50,Late Night Talking,Lil Baby,Hip-Hop/Rap,1,2025-03-26,13,2025
51,Late Night Talking,Blackpink,R&B/Soul,17,2025-03-26,13,2025
52,Hold Me Closer,Kendrick Lamar,R&B/Soul,10,2025-03-26,13,2025
53,Anti-Hero,BTS,Pop,4,2025-03-26,13,2025
54,Kill Bill,Bad Bunny,Hip-Hop/Rap,16,2025-03-26,13,2025
55,Flowers,Drake,Hip-Hop/Rap,3,2025-03-26,13,2025
56,About Damn Time,Lizzo,Hip-Hop/Rap,19,2025-03-26,13,2025
57,Pink Venom,Kendrick Lamar,Country,6,2025-03-26,13,2025
58,Hold Me Closer,Morgan Wallen,Pop,12,2025-03-26,13,2025
59,Hold Me Closer,Ed Sheeran,Rock,19,2025-03-26,13,2025
60,Kill Bill,BTS,Country,4,2025-03-26,13,2025
61,HUMBLE.,The Weeknd,R&B/Soul,11,2025-03-26,13,2025
62,As It Was,Post Malone,R&B/Soul,17,2025-03-26,13,2025
63,About Damn Time,Post Malone,Pop,9,2025-03-26,13,2025
64,Unholy,Post Malone,R&B/Soul,15,2025-03-26,13,2025
65,Vampire,BTS,Country,9,2025-03-26,13,2025
66,Hold Me Closer,Dua Lipa,R&B/Soul,2,2025-03-26,13,2025
67,Kill Bill,Morgan Wallen,R&B/Soul,13,2025-03-26,13,2025
68,Pink Venom,Justin Bieber,Pop,10,2025-03-26,13,2025
69,Kill Bill,Lizzo,R&B/Soul,4,2025-03-26,13,2025
70,Dynamite,Taylor Swift,R&B/Soul,13,2025-03-26,13,2025
71,Flowers,Morgan Wallen,Hip-Hop/Rap,6,2025-03-26,13,2025
72,Flowers,The Weeknd,Hip-Hop/Rap,5,2025-03-26,13,2025
73,Late Night Talking,Olivia Rodrigo,R&B/Soul,18,2025-03-26,13,2025
74,Late Night Talking,Drake,Country,15,2025-03-26,13,2025
75,About Damn Time,Post Malone,R&B/Soul,15,2025-03-26,13,2025
76,Last Night,Dua Lipa,Pop,9,2025-03-26,13,2025
77,Flowers,Blackpink,R&B/Soul,11,2025-03-26,13,2025
78,HUMBLE.,The Weeknd,Pop,1,2025-03-26,13,2025
79,Flowers,Kendrick Lamar,Country,9,2025-03-26,13,2025
80,Flowers,Olivia Rodrigo,Country,17,2025-03-26,13,2025
81,Late Night Talking,Taylor Swift,Country,9,2025-03-26,13,2025
82,Vampire,Lizzo,Hip-Hop/Rap,2,2025-03-26,13,2025
83,About Damn Time,BTS,Hip-Hop/Rap,8,2025-03-26,13,2025
84,Hold Me Closer,Taylor Swift,R&B/Soul,6,2025-03-26,13,2025
85,Anti-Hero,Ed Sheeran,R&B/Soul,5,2025-03-26,13,2025
86,HUMBLE.,Bad Bunny,Alternative,18,2025-03-26,13,2025
87,Last Night,Morgan Wallen,Country,12,2025-03-26,13,2025
88,Unholy,Post Malone,R&B/Soul,7,2025-03-26,13,2025
89,Late Night Talking,Ariana Grande,Pop,17,2025-03-26,13,2025
90,Hold Me Closer,Drake,Country,13,2025-03-26,13,2025
91,Anti-Hero,Doja Cat,Hip-Hop/Rap,19,2025-03-26,13,2025
92,Vampire,Drake,Hip-Hop/Rap,10,2025-03-26,13,2025
93,Unholy,Bad Bunny,R&B/Soul,16,2025-03-26,13,2025
94,Anti-Hero,Olivia Rodrigo,Country,13,2025-03-26,13,2025
95,Flowers,Harry Styles,Pop,10,2025-03-26,13,2025
96,About Damn Time,Ed Sheeran,R&B/Soul,9,2025-03-26,13,2025
97,Anti-Hero,Blackpink,Country,2,2025-03-26,13,2025
98,Hold Me Closer,Drake,Country,13,2025-03-26,13,2025
99,About Damn Time,Ed Sheeran,Pop,12,2025-03-26,13,2025
100,Anti-Hero,Dua Lipa,Pop,15,2025-03-26,13,2025
1,Hold Me Closer,Doja Cat,Pop,19,2025-04-02,14,2025
2,Vampire,Ed Sheeran,Hip-Hop/Rap,10,2025-04-02,14,2025
3,As It Was,Bad Bunny,Rock,16,2025-04-02,14,2025
4,Unholy,Miley Cyrus,Pop,13,2025-04-02,14,2025
5,Anti-Hero,Justin Bieber,R&B/Soul,20,2025-04-02,14,2025
6,Flowers,The Weeknd,Pop,1,2025-04-02,14,2025
7,Unholy,Blackpink,R&B/Soul,1,2025-04-02,14,2025
8,About Damn Time,The Weeknd,Hip-Hop/Rap,13,2025-04-02,14,2025
9,Flowers,Dua Lipa,Pop,20,2025-04-02,14,2025
10,Unholy,BTS,Hip-Hop/Rap,15,2025-04-02,14,2025
11,Flowers,BTS,Rock,8,2025-04-02,14,2025
12,As It Was,Harry Styles,Pop,4,2025-04-02,14,2025
13,Vampire,Doja Cat,Country,17,2025-04-02,14,2025
14,Anti-Hero,Lizzo,Pop,3,2025-04-02,14,2025
15,Flowers,Kendrick Lamar,Country,14,2025-04-02,14,2025
16,Flowers,The Weeknd,Hip-Hop/Rap,20,2025-04-02,14,2025
17,Vampire,Lil Baby,Rock,17,2025-04-02,14,2025
18,Anti-Hero,BTS,Hip-Hop/Rap,9,2025-04-02,14,2025
19,As It Was,Billie Eilish,Rock,16,2025-04-02,14,2025
20,As It Was,Ariana Grande,Pop,8,2025-04-02,14,2025
21,Pink Venom,Doja Cat,Rock,2,2025-04-02,14,2025
22,About Damn Time,Blackpink,Pop,6,2025-04-02,14,2025
23,About Damn Time,The Weeknd,Country,17,2025-04-02,14,2025
24,Flowers,Billie Eilish,Hip-Hop/Rap,14,2025-04-02,14,2025
25,Break My Soul,Lil Baby,R&B/Soul,16,2025-04-02,14,2025
26,Last Night,Olivia Rodrigo,Pop,20,2025-04-02,14,2025
27,Pink Venom,Dua Lipa,R&B/Soul,3,2025-04-02,14,2025
28,Flowers,Bad Bunny,Pop,20,2025-04-02,14,2025
29,Flowers,Doja Cat,Pop,15,2025-04-02,14,2025
30,Flowers,The Weeknd,Hip-Hop/Rap,15,2025-04-02,14,2025
31,About Damn Time,Bad Bunny,Pop,14,2025-04-02,14,2025
32,Late Night Talking,The Weeknd,Country,14,2025-04-02,14,2025
33,Kill Bill,Dua Lipa,Hip-Hop/Rap,13,2025-04-02,14,2025
34,Hold Me Closer,Doja Cat,Hip-Hop/Rap,3,2025-04-02,14,2025
35,Flowers,Justin Bieber,Pop,16,2025-04-02,14,2025
36,Flowers,Lil Baby,Hip-Hop/Rap,3,2025-04-02,14,2025
